Iran,true,210,GMT+3:30
Israel,true,120,GMT+2:00
IST,true,330,GMT+5:30
Jamaica,true,-300,GMT-5:00
Japan,true,540,GMT+9:00
JST,true,540,GMT+9:00
Kwajalein,true,720,GMT+12:00
Libya,true,120,GMT+2:00
MET,true,60,GMT+1:00
Mexico/BajaNorte,true,-480,GMT-8:00
Mexico/BajaSur,true,-420,GMT-7:00
Mexico/General,true,-360,GMT-6:00
MIT,true,780,GMT+13:00
MST,true,-420,GMT-7:00
MST7MDT,true,-420,GMT-7:00
Navajo,true,-420,GMT-7:00
NET,true,240,GMT+4:00
NST,true,720,GMT+12:00
NZ,true,720,GMT+12:00
NZ-CHAT,true,765,GMT+12:45
Pacific/Apia,true,780,GMT+13:00
Pacific/Auckland,true,720,GMT+12:00
Pacific/Bougainville,true,660,GMT+11:00
Pacific/Chatham,true,765,GMT+12:45
Pacific/Chuuk,true,600,GMT+10:00
Pacific/Easter,true,-360,GMT-6:00
Pacific/Efate,true,660,GMT+11:00
Pacific/Enderbury,true,780,GMT+13:00
Pacific/Fakaofo,true,780,GMT+13:00
Pacific/Fiji,true,720,GMT+12:00
Pacific/Funafuti,true,720,GMT+12:00
Pacific/Galapagos,true,-360,GMT-6:00
Pacific/Gambier,true,-540,GMT-9:00
Pacific/Guadalcanal,true,660,GMT+11:00
Pacific/Guam,true,600,GMT+10:00
Pacific/Honolulu,true,-600,GMT-10:00
Pacific/Johnston,true,-600,GMT-10:00
Pacific/Kiritimati,true,840,GMT+14:00
Pacific/Kosrae,true,660,GMT+11:00
Pacific/Kwajalein,true,720,GMT+12:00
Pacific/Majuro,true,720,GMT+12:00
Pacific/Marquesas,true,-510,GMT-9:30
Pacific/Midway,true,-660,GMT-11:00
Pacific/Nauru,true,720,GMT+12:00
Pacific/Niue,true,-660,GMT-11:00
Pacific/Norfolk,true,660,GMT+11:00
Pacific/Noumea,true,660,GMT+11:00
Pacific/Pago_Pago,true,-660,GMT-11:00
Pacific/Palau,true,540,GMT+9:00
Pacific/Pitcairn,true,-480,GMT-8:00
Pacific/Pohnpei,true,660,GMT+11:00
Pacific/Ponape,true,660,GMT+11:00
Pacific/Port_Moresby,true,600,GMT+10:00
Pacific/Rarotonga,true,-600,GMT-10:00
Pacific/Saipan,true,600,GMT+10:00
Pacific/Samoa,true,-660,GMT-11:00
Pacific/Tahiti,true,-600,GMT-10:00
Pacific/Tarawa,true,720,GMT+12:00
Pacific/Tongatapu,true,780,GMT+13:00
Pacific/Truk,true,600,GMT+10:00
Pacific/Wake,true,720,GMT+12:00
Pacific/Wallis,true,720,GMT+12:00
Pacific/Yap,true,600,GMT+10:00
PLT,true,300,GMT+5:00
PNT,true,-420,GMT-7:00
Poland,true,60,GMT+1:00
Portugal,true,0,GMT+0:00
PRC,true,480,GMT+8:00
PRT,true,-240,GMT-4:00
PST,true,-480,GMT-8:00
PST8PDT,true,-480,GMT-8:00
ROK,true,540,GMT+9:00
Singapore,true,480,GMT+8:00
SST,true,660,GMT+11:00
SystemV/AST4,true,-240,GMT-4:00
SystemV/AST4ADT,true,-240,GMT-4:00
SystemV/CST6,true,-360,GMT-6:00
SystemV/CST6CDT,true,-360,GMT-6:00
SystemV/EST5,true,-300,GMT-5:00
SystemV/EST5EDT,true,-300,GMT-5:00
SystemV/HST10,true,-600,GMT-10:00
SystemV/MST7,true,-420,GMT-7:00
SystemV/MST7MDT,true,-420,GMT-7:00
SystemV/PST8,true,-480,GMT-8:00
SystemV/PST8PDT,true,-480,GMT-8:00
SystemV/YST9,true,-540,GMT-9:00
SystemV/YST9YDT,true,-540,GMT-9:00
Turkey,true,180,GMT+3:00
UCT,true,0,GMT+0:00
Universal,true,0,GMT+0:00
US/Alaska,true,-540,GMT-9:00
US/Aleutian,true,-600,GMT-10:00
US/Arizona,true,-420,GMT-7:00
US/Central,true,-360,GMT-6:00
US/East-Indiana,true,-300,GMT-5:00
US/Eastern,true,-300,GMT-5:00
US/Hawaii,true,-600,GMT-10:00
US/Indiana-Starke,true,-360,GMT-6:00
US/Michigan,true,-300,GMT-5:00
US/Mountain,true,-420,GMT-7:00
US/Pacific,true,-480,GMT-8:00
US/Pacific-New,true,-480,GMT-8:00
US/Samoa,true,-660,GMT-11:00
UTC,true,0,GMT+0:00
VST,true,420,GMT+7:00
W-SU,true,180,GMT+3:00
WET,true,0,GMT+0:00
Zulu,true,0,GMT+0:00
